Candidate,Education,PC_CODE
Ghanshyam Dass,10th Pass,4
Ghanshyam Kudape,10th Pass,14
Ghanshyam Singh,Others,35
Gharat Santosh Rohidas,8th Pass,33
Ghaywan Roshan Jambuwantrao,Post Graduate,13
Ghisu Lal,12th Pass,9
Gholap Sandeep Bhaskar,8th Pass,38
Ghosh Niranjan Somabhai,Graduate,6
Ghulam Kundanam,Graduate Professional,35
Ghulam Mohammad Mir,Graduate Professional,1
Ghulam Mohammed,Post Graduate,11
Ghulam Nabi Azad,Post Graduate,5
Ghulam Raza,Graduate,4
Ghunnar Prakash Vitthalrao,12th Pass,15
Ghuran Ram,Graduate,13
Gicho Kabak,10th Pass,1
Girdhari,12th Pass,6
Girdhari Lal,Post Graduate,5
Giri Ramchandra Vaijnath,12th Pass,18
Giridhar Gamang,Graduate,21
Girija Baksh,Post Graduate,37
Girija Kumary,12th Pass,19
Girindra Nath Barman,10th Pass,1
Giriraj Singh,Graduate,39
Giriraj. D,5th Pass,2
Girirajan .R,Not Given,2
Girish Chandra,Graduate,5
Girish Chandra Singh,Post Graduate,15
Girish Kumar Gautam,Post Graduate,10
Girish Lal,Post Graduate,38
Girishgouda Channabasanagouda Bistanagoudar,Graduate,10
Girishji Jenaji Dabhi,5th Pass,4
Girja Shankar @ Raju,Literate,33
Girjashankar,5th Pass,79
Girraj Yadav,10th Pass,4
Gita Chetan Paunda,Graduate Professional,15
Gita Mandal,Graduate,3
Gitadas Das W/O Hariharadas Das,8th Pass,26
Gnanapandithan.P,Illiterate,16
Gobarddhan Manna,8th Pass,25
Gobardhan Ghosh,8th Pass,32
Gobardhan Prasad,Graduate,65
Gobind Singh,8th Pass,9
Godam Nagesh,Post Graduate,1
Godse Hement Tukaram,12th Pass,21
Gogulamudi Narasimha Rao,10th Pass,32
Gohel Bharatbhai Bhimabhai,8th Pass,15
Gohil Pravinsinh Dhirubha,10th Pass,15
Gohil Virsangbhai Parbatbhai,10th Pass,22
Gokaraju Ganga Raju,Graduate,26
Gokila .K,Post Graduate,35
Gokinepalli Venkateswara Rao,5th Pass,17
Gokul Prasad Dongre,Graduate,21
Golla Babu Rao,Post Graduate,32
Gollapalli Kishore Kumar Reddy,Post Graduate,33
Gomasta Prasad Soren,10th Pass,33
Gondane Divakar Laxman,Graduate,26
Gopal .R,Graduate,35
Gopal Balmiki,10th Pass,2
Gopal Chinayya Shetty,5th Pass,26
Gopal Das,8th Pass,18
Gopal Kanaujiya,12th Pass,34
Gopal Mondal,Graduate,32
Gopal Murmu,10th Pass,32
Gopal Paharia,Graduate,9
Gopal Prasad,Graduate Professional,19
Gopal Prasad Sinha,Post Graduate,30
Gopal Pujari,10th Pass,12
Gopal Singh,10th Pass,32
Gopal Singh Shekhawat,Graduate Professional,22
Gopal Swaroop,Post Graduate,37
Gopal. Dr. K,Graduate Professional,29
"Gopalakrishnan, C.",Post Graduate,19
Goparam Meghwal,5th Pass,16
Gopi Baruah,8th Pass,7
Gopi Chand Shahabadi,Graduate,9
Gopi Nath Das,Graduate,7
Gopi P,Literate,17
Gopi Raman,10th Pass,44
Gopinath Jani,8th Pass,12
Gopinath Sakharam Mhaske,Illiterate,25
"Gopinathan, G.",Graduate,7
Gopinathan.N,Post Graduate,6
"Gopu, C.",12th Pass,8
Gora Shoeb Mohmadhanif,5th Pass,18
Gorakh Prasad,Graduate Professional,67
Gordhan Sarswat,Literate,3
Gorre Ramesh,Post Graduate,2
Gotam Lal Meena,5th Pass,19
Gothra Moopan Nellikadan Kannan,Not Given,1
Gour Chandra Hembram,Post Graduate,36
Gourav Gogoi,Post Graduate,11
Goutam Bhattacharya,10th Pass,4
Goutam Malakar,8th Pass,1
Goutam Shriram Wasnik,8th Pass,9
Govind,10th Pass,7
Govind Das,5th Pass,63
Govind Gaude,Others,2
Govind Kumar Bairwa,8th Pass,23
Govind Prasad,8th Pass,12
Govind Prasad,Graduate Professional,57
Govind Singh Rajput,Post Graduate,5
Govinda Narayan Gunjal,Graduate Professional,4
"Govindan, C.",Illiterate,8
Govindaraju K,8th Pass,15
Govindarju.G,10th Pass,19
Govindhareddy Pacharalli,Graduate,8
Govindji Okhaji Thakor,5th Pass,3
Gowda.Nsm,Graduate,9
Gowrimani.S,5th Pass,23
Granthi Narendrasingh Anmolsingh,Graduate,16
Grisa Kumar,8th Pass,13
Guahati Motilal,Literate,14
Guduru Janardhan Reddy,10th Pass,14
Gufran Ahamad,12th Pass,3
Gugulothu Ranjith Kumar,Literate,17
Gugulothu Sarvan,Literate,17
Gugulotu Jagan,8th Pass,16
Gujjala Nagaraju,10th Pass,36
Gulab Chand Dubey,12th Pass,73
Gulab Chand Sahlot,10th Pass,21
Gulab Khan,Post Graduate,7
Gulab Singh,Graduate,6
Gulam Farid,8th Pass,22
Gulam Nabi,12th Pass,5
Gulavas,Literate,76
Guljar Kumar,Graduate,13
Gulkirat Kaur Panag,Post Graduate,1
Gullihatty. D. Shekhar,Graduate,18
Gulmir Khan,8th Pass,17
Gumjum Haider,Graduate,1
Gummidi Sandhya Rani,Graduate,18
Gun Devi ( Gyani Devi),Illiterate,80
Gunasekaran P,10th Pass,31
Gunasekaran T.K,10th Pass,17
"Gunasekaran, K.",12th Pass,19
Gunasekaran.K.,10th Pass,37
Gunasekaran.N,Graduate,28
Gunasekaran.S,8th Pass,16
Gunasekaran.T,Graduate,30
Gundapaneni Raja Kumari,Post Graduate,29
Gundesh Khambra,10th Pass,19
Gunin Basumatari,Graduate Professional,12
Gunnam Nagi Reddy,Graduate,13
Gunwant Sudamrao Devpare,Others,7
Gupta Kanhaiyalal Rajaram,5th Pass,29
Gupteshwar,10th Pass,75
Gurbhej Singh,10th Pass,13
Gurcharan Singh,10th Pass,9
Gurcharan Singh,10th Pass,11
Gurdeep Singh,10th Pass,8
Gurdeep Singh,Illiterate,11
Gurdeep Singh,10th Pass,12
Gurdeep Singh Kahlon,Graduate Professional,7
Gurdial Singh Gill,10th Pass,2
Gurjant Singh,Literate,10
Gurjeet Singh,Post Graduate,6
Gurmeet Singh,Graduate,2
Gurmeet Singh,8th Pass,6
Gurmeet Singh Bakhatpura,12th Pass,1
Gurmeet Singh Ranghreta,12th Pass,11
Gurnam Singh,10th Pass,3
Gurnam Singh,Post Graduate,6
Gurnam Singh Koli,12th Pass,4
Gurnule Ramesh Vithoba,8th Pass,14
Gurpal Singh,5th Pass,3
Gurpreet Singh,5th Pass,12
Gurpreet Singh,5th Pass,13
Gurpreet Singh Khanna,Graduate,1
Gursagar Singh,12th Pass,6
Gursharn Singh Panesar,Post Graduate,6
Guru Prasad Pradhan,Graduate Professional,9
Gurudas Uddhav Bawane,12th Pass,9
Gurudeva S H,Graduate Professional,15
Gurujada Beeraiah,12th Pass,6
Gurushantappa Chalwadi,10th Pass,11
Guruswamy B,Graduate Professional,22
Gutha Sukhender Reddy,12th Pass,13
Guttula Annapurna Seshagiri Rao,5th Pass,23
Gutturu Chinna Venkataramudu,10th Pass,37
Gyan Chand,5th Pass,1
Gyanendra,12th Pass,51
H D Kumara Swamy,Graduate,27
H N Ramakrishna Reddy,10th Pass,27
H Raja,Graduate Professional,31
H. Siddagangappa,12th Pass,18
H. Suresh Poojari,5th Pass,14
H.A. Rahman,Graduate,11
H.B.P. Ajay Sahebrao Baraskar Maharaj,12th Pass,37
H.D. Devegowda,Graduate Professional,16
H.D. Revanna,10th Pass,16
H.K. Kenchveerappa,10th Pass,13
H.K. Mahendru,8th Pass,2
H.K. Ramachandrappa,10th Pass,13
H.K.Krishna,Graduate,20
H.L. Manjunatha,12th Pass,25
H.L.Mohan Kumar,8th Pass,19
H.N.Narayanaswamy,10th Pass,28
H.Senthilkumar,10th Pass,12
H.V.Anjappa,Post Graduate,28
Habibur Rahaman Molla,10th Pass,21
Habung Payeng,Post Graduate,1
Hadapad Basavaraj,12th Pass,12
Hafiz Mustaq,Illiterate,7
Haidar,Others,7
Haji Akhtar Paperwala,10th Pass,26
Haji Jainul Abedin,Graduate,4
Haji Mohd Yaqoob,8th Pass,6
Haji Moideen Shah,Others,10
Hakim Singh,10th Pass,2
Hakim Singh,12th Pass,21
Halappa Doddaneelappa Timmenahalli,Graduate,10
Hameed Mohammad Gulamhussain Sayyed,8th Pass,24
Hamid Khan,Graduate,10
Hamidullah Chaudhary,Post Graduate,60
Haneef Khan,10th Pass,17
Hanmant Krishna Majukar,10th Pass,2
Hanmanth Holer,12th Pass,4
Hans Mukhi,8th Pass,32
Hansh Mukhi,Post Graduate,41
Hanshraj Singh,8th Pass,22
Hansraj,Graduate,52
Hansraj,12th Pass,4
Hansraj Hansa,12th Pass,3
Hansraj Saini,Graduate Professional,1
Hanuman Beniwal,Graduate Professional,14
Hanumanram,Graduate Professional,14
Hanumantappa Kabbar,Graduate,10
Hanumantappa Mallappa Bankapur,8th Pass,11
Hanumante Dhondopant Nagorao,Post Graduate,16
Hanumante Vijay Chandrao,8th Pass,16
Hanumanth Rao Mynampally,Graduate Professional,7
Har Bhagwan,Graduate,23
Har Gobind Arora,12th Pass,6
Harak Singh Rawat,Doctorate,2
Harashit Biswas,Graduate,12
Harbhajan Singh,12th Pass,4
Harcharan Singh,Graduate,6
Harekrishna Sarkar,Post Graduate,1
Harekrishna Sarkar,Post Graduate,3
Hari,8th Pass,74
Hari Arumbil,12th Pass,8
Hari Chand Jalmeria,Graduate Professional,6
Hari G,Post Graduate,7
Hari Kant Prasad,10th Pass,24
Hari Kishan Kuppili,Doctorate,20
Hari Lal,10th Pass,77
Hari Manjhi,8th Pass,38
Hari Om Singh Rathore,Graduate,22
Hari Parkash,10th Pass,6
Hari Prasad,Post Graduate,8
Hari Prasad,8th Pass,68
Hari Ram,Graduate,12
Hari Ram,12th Pass,35
Hari Ram Sahni,8th Pass,7
Hari Singh Sharma,8th Pass,8
Hari Uraon,12th Pass,9
"Hari, S.",10th Pass,7
"Hari, S.",10th Pass,7
Haribansh Sahai Kushwaha,Post Graduate,71
Haribhakta Sardar,10th Pass,3
Haribhau Soma Vartha,5th Pass,22
Haridwar Singh Yadav,Post Graduate,76
Harihara Karana,Post Graduate,13
"Harikrishnan, P.",Not Given,7
Harilal Ranchodbhai Chauhan,Graduate Professional,13
Harinam,10th Pass,32
Harinarayan Rajbhar,Literate,70
Harinarayan Yadav,10th Pass,6
Harinath,Graduate,70
Harinath,Not Given,74
Harinder Kumar,8th Pass,12
Harinder Singh Khalsa,Post Graduate,8
Hariom,12th Pass,6
Hariom,Post Graduate,55
Hariom Sharma,10th Pass,1
Haripada Barman,12th Pass,3
Hariprasad Dihingia,10th Pass,14
Hariram,8th Pass,14
Hariram Mehrada,Post Graduate,14
Harish Chandra,Graduate,11
Harish Chandra,Post Graduate,61
Harish Chandra,Post Graduate,70
Harish Chandra Arya,12th Pass,3
Harish Chaudhary,Post Graduate,17
Harish Kumar,8th Pass,13
Harish Rawat,10th Pass,20
Harishchandra Dattu Patil,Graduate,23
Harivansh,10th Pass,39
Harkrishan Das Nijhawan,12th Pass,4
Harminder Singh Gill,Post Graduate,3
Harmohinder Singh Sahni,12th Pass,29
Harpreet Singh,12th Pass,8
Harsh Kumar,Graduate Professional,2
Harshvardhan,Graduate,63
Harsimrat Kaur Badal,10th Pass,11
Harveer,12th Pass,14
Harvilas Doharey,Graduate Professional,41
Harvinder Singh Phoolka,Graduate Professional,7
Hasan Ali Sirquazi,Post Graduate,10
Hasibul Islam Mir,10th Pass,22
Hasnein Raza,5th Pass,9
Hayat Abdullah Shaikh,Illiterate,28
Hazi Mohd Islam,12th Pass,5
Heera Alias Heera Bhai Kathat,Literate,22
Hem Chandra Barman,12th Pass,1
Hem Kanta Miri,Graduate Professional,14
Hema Mehra,10th Pass,23
Hemanand Biswal,12th Pass,2
Hemant Kishor Srivastava,Post Graduate,66
Hemant Kumar,10th Pass,70
Hemant Kumar Saini,10th Pass,9
Hemant Kumar Yadav,Post Graduate,77
Hemant Pradhan,8th Pass,9
Hemendra Chandra Singh,Graduate,13
Hemendraveer Singh,Post Graduate,22
Hemendraveer Singh,Post Graduate,17
Hemlal Markam,Graduate,11
Hemlal Murmu,Graduate,1
Hemlata S. Mohan,Doctorate,7
Hemraj Singh,Post Graduate,21
Hena Sahab,Graduate,18
Henary,Graduate,24
Hetram,Literate,1
Himmat Lal,Graduate Professional,43
Himmat Singh Shergill,Graduate Professional,6
Hina Likhiram Kawre,Post Graduate,15
Hinchh Lal,Graduate,79
Hira Lal,Post Graduate,76
Hira Lal,Post Graduate,52
Hira Lal Rao,Graduate Professional,56
Hira Lal Verma,Post Graduate,31
Hira Lal Yadav,Doctorate,77
Hiraday Narayan Singh Tomar,10th Pass,3
Hiralal Sankhwar,Post Graduate,7
Hiramoni Deka Sonowal,Doctorate,14
Hiranmoy Majhi,12th Pass,33
Hirasan Uikey,Graduate Professional,15
Hirasingh Markam,Post Graduate,4
Hirji Punjabhai Siju,10th Pass,1
Hitangshu Banerjee,Others,23
Hitendra Das,8th Pass,1
Hoke (Patil)Rajedra Achyutrao,12th Pass,39
Horen Borgohain,Post Graduate,12
Hori Lal Yadav,Illiterate,8
Hriday Narayun Yadav,8th Pass,14
Hrishikesh Baruah,Post Graduate,14
Hukum Deo Narayan Yadav,Graduate,6
Hukum Singh,Graduate Professional,2
Hulu Khetrapal,10th Pass,36
Humera Akhtar,12th Pass,9
Hunashyal Ravi,Graduate,3
Hunsur K Chandrashekar,Post Graduate,21
Hussain Akbar Sayyed,5th Pass,30
Hyder Ali.S,10th Pass,28
I V Pakkir Reddy,Graduate,34
I. Senthilkumar,8th Pass,1
Ibrahim Abbasi,5th Pass,7
"Ibrahim Syed	",12th Pass,11
Idris Ali,Graduate Professional,18
Idrish Mohammad,8th Pass,22
Iftekar Qureshi,Literate,7
Iftekhar Kuraishi,Literate,77
Ijyaraj Singh,Post Graduate,24
Ila Mondal,Graduate,14
Iliyas Bhai Machar,8th Pass,24
Illa Govinda Rajan,Others,25
Illa Ramireddy,5th Pass,18
Illyas,10th Pass,6
Imamsab. Toragal.,10th Pass,11
Imamuddin Husain Husain,10th Pass,40
Imamuddin Khan,Graduate,20
Imandi Venkata Kurmarao,Graduate Professional,21
Imanuyel Hemram,10th Pass,7
Imarti Devi,12th Pass,2
"Imdad Shariff, A.",Post Graduate,8
Imran,Graduate,8
Imran Ali,Graduate,35
Imran Bin Zafar,Graduate,42
Imran Masood,12th Pass,1
Imrram Pasha,12th Pass,8
Imtiaz Ahmed Mollah,12th Pass,8
Imtiyaz Peerzade,Graduate,34
Inder Singh,10th Pass,5
Inder Singh Uikey,12th Pass,14
Inderaj Singh Saini,10th Pass,27
Inderjit Singh,Graduate Professional,9
Indira Oinam,Graduate,1
Indira Tiwari,Post Graduate,77
Indra Deo Choudhary,10th Pass,38
Indra Deo Yadava,12th Pass,64
Indradeo Kumar Singh,Graduate Professional,26
Indradeo Roy,Post Graduate,16
Indrajeet Kumar,Graduate,11
Indrani Mishra,Post Graduate,40
Indranil Sen,Others,10
Indrasingh Jat,Post Graduate,3
Indresh Maikhuri,Post Graduate,2
Indu Singh,Graduate Professional,33
Ingle Krushanarao Ganpatrao,Graduate,5
"Iniyavan, R.",12th Pass,33
Injam Venkata Swamy,Post Graduate,2
"Innasimuthu, M.S.",8th Pass,33
Innocent,8th Pass,11
Intzarul,8th Pass,66
Iqbal Ali Zafar,Graduate Professional,6
Iqra Chaudhry,Not Given,10
Irappa Bharamappa Madar,10th Pass,11
Irashadbegum. Adhoni.,10th Pass,11
Irfan Khan,8th Pass,7
Irfanshah Habibshah Suharavardi,10th Pass,11
Irshad Ali Ansari,Post Graduate,24
Irulappan.V,Post Graduate,28
Isamuddin Saiyyed,Literate,28
Ishabela Kujur,Graduate,2
Ishwar Chand,Graduate Professional,5
Ishwar Dayaram More,Graduate,3
Ishwar Dev,10th Pass,75
Ishwar Lahanu Nandagawali,10th Pass,11
Ishwar Singh,5th Pass,1
Ishwari,Graduate Professional,75
Ishwarya Lakshmi Chinnam,Post Graduate,29
Ismail Hussain,Post Graduate,6
Ismail Khan Saif Ali,12th Pass,25
Ismail P.,Post Graduate,6
Ismail Zabi Ullah,Graduate,7
Ismile,5th Pass,23
Istak Khan,5th Pass,6
Iswar Chandra Das,Post Graduate,38
Ivoryna Shylla,10th Pass,1
J C Barai,10th Pass,19
J Nataraju,10th Pass,23
J Sudhakaran,Post Graduate,20
J. Constandine Ravindran,Post Graduate,4
J. Dhandapani,Post Graduate,1
J. Prabhakar,10th Pass,4
J. T.Prakash,Graduate,23
J.Laxmi,8th Pass,18
J.Manikandeswaran,Post Graduate,32
J.Ramulu,Post Graduate,8
J.S. Mahalingam,Graduate Professional,3
J.V. Raju,12th Pass,2
Jaahar Singh Kashyap,Graduate Professional,55
Jadav Ambalal Kanabhai,Graduate Professional,20
Jadav Mustakbhai Rehmanbhai,Literate,14
Jadeja Kandhalbhai Sarmanbhai,8th Pass,11
Jadhav Chunnilal Mohan,Graduate Professional,15
Jadhav Prataprao Ganpatrao,12th Pass,5
Jadhav Pushpa Shantilal,Illiterate,19
Jadhav Sanjay (Bandu) Haribhau,10th Pass,17
Jadhav Sunil Gunda,8th Pass,43
Jadhav Vishnu Ramdas,5th Pass,21
Jafar Bapuji Pathan,Literate,2
Jaforulla Molla,Graduate,12
Jag Mohan Singh Bakshi,12th Pass,1
Jagadanand Singh,Graduate Professional,33
Jagadananda Roy,10th Pass,37
"Jagadeeswaran, S.",10th Pass,20
Jagan Nath Bajwa,5th Pass,4
Jagannath Das,Graduate,6
Jagannath Tiwari,12th Pass,3
Jagarnath Mahto,10th Pass,6
Jagat Mohan Naik,10th Pass,4
Jagat Ram,10th Pass,56
Jagat Ram,10th Pass,4
Jagat Singh Chaudhari,Graduate,37
"Jagathrakshakan, S. Thiru",10th Pass,5
Jagatsinh Laljibhai Vasava,Graduate Professional,23
Jagbir,8th Pass,6
Jagbir Singh,Graduate Professional,3
Jagbir Singh Malik,Graduate Professional,6
Jagbir Singh Rana,Post Graduate,5
Jagdambika Pal,Post Graduate,60
Jagdane Ramesh Soma,Literate,2
Jagdeep Singh,Post Graduate,11
Jagdeep Singh Gehri,10th Pass,11
Jagdeesh Kumar Patel,12th Pass,8
Jagdip Vishwanath Shinde,Graduate Professional,19
Jagdish,Illiterate,5
Jagdish,10th Pass,13
Jagdish,5th Pass,15
Jagdish,Graduate,3
Jagdish Bhagwan Kadu,Graduate Professional,8
Jagdish Chandra Bashu,12th Pass,25
Jagdish Kumar,5th Pass,5
Jagdish Kumar,8th Pass,2
Jagdish Narayan Shukla,Others,30
Jagdish Prasad,Literate,6
Jagdish Prasad Bairwa,10th Pass,8
Jagdish Prasad Gautam,Graduate,34
Jagdish Prasad Nirala,8th Pass,3
Jagdish Rai Sharma,Post Graduate,11
Jagdish Saran Sagar,5th Pass,7
Jagdish Singh,Graduate,9
Jagdish Singh Rana,Graduate,1
Jagdish Singh Rawat,5th Pass,13
Jagdishbhai Amrabhai Vegad,5th Pass,15
Jagjeet Singh,10th Pass,1
Jagjeevan Ram,Graduate,78
Jagmohan,Graduate,12
Jagmohan,8th Pass,7
Jagmohan Singh Verma,Doctorate,30
Jagrala Imran Mahemud,8th Pass,3
Jagranath Sahani,Post Graduate,4
Jagtap Laxman Murlidhar,8th Pass,33
Jagtap Laxman Pandurang,10th Pass,33
Jagtap Laxman Sitaram,5th Pass,33
Jagtap Nitin Maruti,8th Pass,43
Jaheda Mohammad Haneef Shaikh,8th Pass,31
Jahid,12th Pass,65
Jahida Begam,8th Pass,37
Jahir Hussain. M,10th Pass,3
Jai Chand Thakur,Post Graduate,2
Jai Karan,Post Graduate,7
Jai Kumar Chaudhary,Graduate,5
Jai Parkash Jain,10th Pass,7
Jai Prakash,Graduate,32
Jai Prakash Agarwal,Graduate,2
Jai Prakash Das,8th Pass,40
Jai Prakash Nair,12th Pass,7
Jai Prakash Upadhyay,Graduate,1
Jai Prakash Yadav,Graduate Professional,31
Jai Ram Lal,10th Pass,3
Jai Ram Singh,Post Graduate,54
Jai Shankar Jha,Post Graduate,3
Jai Singh,Graduate,5
Jai Singh,Post Graduate,6
Jai Singh,10th Pass,7
Jaibhansingh Pawaiya,Others,4
Jaideo Choudhary,10th Pass,5
Jaidev Injarapu,Post Graduate,19
Jain Manish Ishwarlal,Graduate,4
Jain Manish Satish,10th Pass,4
Jain Surendrakumar K.,10th Pass,25
Jain Wilson,Graduate,20
Jainath,10th Pass,14
Jaintri Prasad,Literate,62
Jaipal Bhatti,5th Pass,3
Jaipal Reddy Sudini,Post Graduate,11
Jaipal Singh Saini,12th Pass,6
Jaiprakash Narayan Yadav,Post Graduate,27
Jaishankar.P.,5th Pass,26
Jait Ram Khande,5th Pass,5
Jaitun Tuti,10th Pass,11
Jaiveer Singh,12th Pass,40
Jaivindra Kumar,Graduate,11
Jajula Bhaskar,Graduate,7
Jakasiji Jogaji Thakor,8th Pass,3
Jalasram Nagwanshi,12th Pass,16
Jaleshwar Mahato,Graduate,6
Jaleswarnath Ram,12th Pass,17
Jalley Sonam,10th Pass,1
Jalluri Venkateswarlu,Graduate Professional,23
Jameela Bee,5th Pass,26
Jameer Ahmad,12th Pass,57
James Joseph,10th Pass,13
James Joseph P,12th Pass,14
Jampana Padmaja,Post Graduate,21
Jampana Srinivasa Goud,10th Pass,28
Jamuna Mandavi,Graduate,11
Janagar Raja,Graduate Professional,37
Janak Ram,Post Graduate,17
Janak Roy,Literate,7
Janardan Mishra,Graduate Professional,10
Janardan Mishra,Graduate,10
Janardan Singh Sigriwal,Graduate,19
Janardhana Poojary,Graduate,17
Janardhana Swamy,Post Graduate,18
Janarthanan .J,Graduate Professional,2
Jangala Singaraiah,10th Pass,31
Jangbahadur,12th Pass,68
Janiabhai C. Khulat,8th Pass,1
Jannat Jahan-Ul-Haq (Naina),Graduate,1
Jannat Nisha,Not Given,7
Jannu Mahendar,Post Graduate,15
Jantri Lal Chauhan,10th Pass,62
Japinder Singh,Graduate,1
Jarasandha Sinha,10th Pass,40
Jardosh Darshnaben Vikrambhai,Graduate,24
Jarina Begam. N,8th Pass,28
Jaripatke Dnyanoba Sopanrao,Graduate,41
Jarnail Singh,Post Graduate,6
Jarnail Singh,Graduate Professional,4
Jarnail Singh,Illiterate,9
Jarnail Singh S/O Gurbax Singh,8th Pass,6
Jarnail Singh S/O Rajinder Singh,10th Pass,6
Jasbir Singh,10th Pass,3
Jasmer Singh,10th Pass,1
Jasminsha,Others,10
Jaspal Singh,10th Pass,11
Jasraj Singh Longia,Graduate,11
Jasveer Singh,Post Graduate,9
Jasvinder,5th Pass,2
Jasvinder Singh,Graduate,1
Jaswant,10th Pass,6
Jaswant Singh,Graduate,17
Jaswant Singh,12th Pass,44
Jaswant Singh,8th Pass,12
Jaswant Singh Mann,Post Graduate,6
Jaswinder Singh,5th Pass,5
Jaswinder Singh,10th Pass,5
Jaswinder Singh Bains,10th Pass,7
Jata Shankar Aatreya,Post Graduate,4
Jata Shankar Pandey,8th Pass,4
Jauhar Azad,12th Pass,30
Jauhari Lal Suman(Muni),Graduate Professional,1
Javaraiah,10th Pass,16
Javed,8th Pass,5
Javed Islam,Graduate,14
Javed Khan,Literate,25
Javed Khan,12th Pass,25
Jawahar J.,Post Graduate,39
Jawahar Lal,10th Pass,36
Jawaharlal Laxman Bhagure,10th Pass,19
Jay Narayan Sah,Post Graduate,16
Jay Narayan Yadav,Graduate,8
Jay Prakash,Graduate,20
Jay Prakash Patel,10th Pass,17
Jaya Prada Nahata,12th Pass,4
Jaya Vindhyala,Post Graduate,9
Jayachandra,10th Pass,20
Jayachandran Sarasamma,Post Graduate,15
Jayadev Galla,Graduate,30
Jayakumar. M,Graduate Professional,1
Jayant Choudhary,Post Graduate,17
Jayant Pandey,Post Graduate,7
Jayant Singh Tomar,Post Graduate,1
Jayant Sinha,Post Graduate,14
Jayanta Mallick,Graduate,2
Jayanta Modal,Graduate Professional,37
Jayaprakash,Graduate Professional,8
Jayaprakash Hegde,Graduate Professional,15
Jayaprakasha Yadav,10th Pass,27
Jayaram Karumanchi,12th Pass,40
Jayasankar.C.R,Post Graduate,26
Jayda,Illiterate,16
Jayeshbhai Ambalalbhai Patel,Graduate Professional,22
Jaynal Abedin Mondal,12th Pass,21
Jayram,Literate,45
Jayram Indwar,12th Pass,12
Jeera Devi,Literate,79
Jeevan Alias C.A.Patil,Graduate,47
Jeevan Kumar,Graduate,78
Jeevan Lal Rautel,8th Pass,4
Jegan. P,Post Graduate,36
"Jerlld Amalajothi, I.",10th Pass,20
Jerripothula Srinivas,10th Pass,17
Jethabhai Manjibhai Patel,5th Pass,9
Jetharam Meghwal,8th Pass,16
Jethlia Santoshbapu Mitthulal,Post Graduate,39
Jevrikar Indrakumar Dnyanoba,Graduate,19
Jeyaprakash. B,12th Pass,28
Jeyasingh Thiyagaraj Natterjee.J,Post Graduate,36
Jhala Rajendrasinh,Graduate,12
Jhansi Lakshmi Botcha,Doctorate,20
Jhina Hikaka,Graduate,21
Jibesh Kishore Sundaray,10th Pass,14
Jiju Cheenikkal,10th Pass,10
Jimuta Prasad Mishra,Post Graduate,9
Jinendra Ghritlahare,12th Pass,7
Jinna Ramadevi,8th Pass,2
Jinti Gogoi,Graduate,11
Jit Singh,5th Pass,12
Jitan Ram Manjhi,Graduate,38
Jiten Gogoi,8th Pass,11
Jitendra,Graduate,76
Jitendra Aadkuji Raut,Graduate,11
Jitendra Bhurabhai Chauhan,5th Pass,10
Jitendra Choudhury,12th Pass,2
Jitendra Kamabhai Kataria,Graduate,31
Jitendra Kumar,Graduate,6
Jitendra Kumar Rai,12th Pass,22
Jitendra Kumar Singh,12th Pass,54
Jitendra Manjhi,8th Pass,17
Jitendra Manki Alias Jitendra Prasad Manki,Graduate,11
Jitendra Nath Halder,8th Pass,11
Jitendra Prasad,10th Pass,16
Jitendra Singh,8th Pass,37
Jitendra Singh,Graduate,8
Jitendra Singh,Post Graduate,24
Jitendra Subhash Nerle,10th Pass,1
Jitesh Babubhai Rathod,10th Pass,12
Jittoo,Graduate,79
Jivan Bharati,8th Pass,3
Jivanbhai Devajibhai Parmar,8th Pass,10
Jiya Lal,Doctorate,68
Jodhraj Paharia,Illiterate,5
Joel. S,Graduate Professional,36
Joganati Datta,8th Pass,1
Jogdand Fakira Vaijnath,Graduate,41
Jogendra Prasad,Literate,73
Jogendra Singh,Graduate,22
Jogendra Singh,8th Pass,12
Joginder Singh,8th Pass,9
Joginder Singh Aulakh,Post Graduate,12
Joginder Singh S/O Kesar Singh,Graduate,9
John Miran Munda,12th Pass,10
John Thangam D.,Graduate,39
Johnson Thomas,Graduate Professional,77
Jolla Taraka Rama Rao,10th Pass,21
Jonjonali Baruah,Graduate,10
Jorawar Ram,12th Pass,13
Josai Mardi,Graduate Professional,9
Jose Bilbin J.,Graduate Professional,39
Jose K Mani,Post Graduate,14
Joseph Bara,12th Pass,2
Joseph Gunasekar,Graduate Professional,3
Joseph Munda,Graduate,2
Joseph Toppo,10th Pass,9
Joshi Harish Liladhar,8th Pass,11
Joshil Murmu,Graduate,2
Jothi.P,Not Given,24
"Jothimani, S.",Post Graduate,23
Joti Devaji Ansuia,12th Pass,12
Joy Banerjee,Graduate,42
Joy Ram Engleng,10th Pass,3
Joyce George,10th Pass,13
Joydeb Bauri,10th Pass,37
Jual Oram,Others,2
Jugal Kishore,10th Pass,6
Juluri Bhaskara Veera Venkata Anil Kumar Gupta,12th Pass,27
Juno John Baby,Others,12
Justin Lugun,10th Pass,2
Jutur Chinna Reddy Divakar Reddy,12th Pass,36
Jyothish Perumpulickal,12th Pass,16
Jyoti Dhurve,Post Graduate,29
Jyoti Gajanan Makode,10th Pass,7
Jyoti Mann,Graduate,4
Jyoti Sanjay Dewkar,10th Pass,7
